ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Second Class,Home Office,United States,Lakeville,Minnesota,55044,central,office supplies,Paper,47.88,6,0.0,23.94,0.5
Second Class,Home Office,United States,Lakeville,Minnesota,55044,central,office supplies,Appliances,1503.25,5,0.0,496.0725,0.33
Second Class,Home Office,United States,Lakeville,Minnesota,55044,central,office supplies,Paper,25.92,4,0.0,12.4416,0.48
Second Class,Consumer,United States,San Francisco,California,94109,west,furniture,Chairs,321.568,2,0.2,28.1372,0.09
Standard Class,Consumer,United States,San Diego,California,92037,west,office supplies,Paper,7.61,1,0.0,3.5767,0.47
Standard Class,Consumer,United States,San Diego,California,92037,west,technology,Accessories,3347.37,13,0.0,636.0003,0.19
First Class,Consumer,United States,New York City,New York,10024,east,office supplies,Storage,80.58,6,0.0,22.5624,0.28
First Class,Consumer,United States,New York City,New York,10024,east,office supplies,Envelopes,361.92,4,0.0,162.864,0.45
Standard Class,Corporate,United States,Chicago,Illinois,60623,central,furniture,Furnishings,12.132,9,0.6,-8.4924,-0.7
Standard Class,Corporate,United States,Chicago,Illinois,60623,central,office supplies,Storage,82.368,2,0.2,-19.5624,-0.24
Standard Class,Corporate,United States,Chicago,Illinois,60623,central,office supplies,Storage,53.92,5,0.2,4.044,0.07
Standard Class,Corporate,United States,Chicago,Illinois,60623,central,technology,Phones,647.904,6,0.2,56.6916,0.09
Second Class,Consumer,United States,New York City,New York,10009,east,technology,Accessories,20.37,3,0.0,6.9258,0.34
Second Class,Consumer,United States,New York City,New York,10009,east,office supplies,Storage,221.55,3,0.0,6.6465,0.03
Second Class,Consumer,United States,New York City,New York,10009,east,office supplies,Binders,17.52,5,0.2,6.132,0.35
Standard Class,Corporate,United States,Pasadena,Texas,77506,central,office supplies,Appliances,1.624,2,0.8,-4.466,-2.75
Second Class,Corporate,United States,Houston,Texas,77036,central,technology,Machines,3059.982,3,0.4,-509.997,-0.17
Second Class,Corporate,United States,Houston,Texas,77036,central,technology,Machines,2519.958,7,0.4,-251.9958,-0.1
Standard Class,Consumer,United States,Chicago,Illinois,60610,central,technology,Phones,328.224,4,0.2,28.7196,0.09
Standard Class,Consumer,United States,Brentwood,California,94513,west,technology,Accessories,79.9,2,0.0,35.156,0.44
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,south,office supplies,Art,14.016,3,0.2,4.7304,0.34
Standard Class,Consumer,United States,Morristown,New Jersey,7960,east,office supplies,Fasteners,7.56,6,0.0,0.3024,0.04
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,east,office supplies,Storage,37.208,1,0.2,-7.4416,-0.2
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,east,office supplies,Envelopes,57.576,3,0.2,21.591,0.38
Second Class,Corporate,United States,San Francisco,California,94110,west,office supplies,Storage,725.84,4,0.0,210.4936,0.29
First Class,Consumer,United States,San Francisco,California,94109,west,technology,Accessories,209.93,7,0.0,92.3692,0.44
First Class,Consumer,United States,San Francisco,California,94109,west,furniture,Furnishings,5.28,3,0.0,2.3232,0.44
First Class,Consumer,United States,San Francisco,California,94109,west,office supplies,Binders,10.92,3,0.2,4.095,0.38
First Class,Corporate,United States,Inglewood,California,90301,west,office supplies,Paper,8.82,2,0.0,4.0572,0.46
First Class,Corporate,United States,Inglewood,California,90301,west,office supplies,Art,5.98,1,0.0,1.5548,0.26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Paper,11.648,2,0.2,4.0768,0.35
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Paper,18.176,4,0.2,5.9072,0.32
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Storage,59.712,6,0.2,5.9712,0.1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Labels,24.84,3,0.2,8.694,0.35
Second Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Binders,2.08,5,0.8,-3.432,-1.65
Second Class,Consumer,United States,Houston,Texas,77070,central,technology,Phones,1114.4,7,0.2,376.11,0.34
Standard Class,Consumer,United States,Los Angeles,California,90004,west,furniture,Tables,1038.84,5,0.2,51.942,0.05
Standard Class,Consumer,United States,Portland,Oregon,97206,west,office supplies,Paper,141.76,5,0.2,47.844,0.34
Standard Class,Consumer,United States,Portland,Oregon,97206,west,technology,Accessories,239.8,5,0.2,47.96,0.2
Standard Class,Consumer,United States,Portland,Oregon,97206,west,office supplies,Paper,31.104,6,0.2,10.8864,0.35
Second Class,Corporate,United States,Tamarac,Florida,33319,south,office supplies,Binders,254.058,7,0.7,-169.372,-0.67
Second Class,Corporate,United States,Tamarac,Florida,33319,south,office supplies,Appliances,194.528,2,0.2,24.316,0.12
Second Class,Corporate,United States,Tamarac,Florida,33319,south,office supplies,Supplies,961.48,5,0.2,-204.3145,-0.21
Second Class,Home Office,United States,Columbus,Ohio,43229,east,office supplies,Fasteners,19.096,7,0.2,6.6836,0.35
Second Class,Home Office,United States,Columbus,Ohio,43229,east,office supplies,Labels,18.496,8,0.2,6.2424,0.34
Second Class,Home Office,United States,Columbus,Ohio,43229,east,technology,Accessories,255.984,2,0.2,54.3966,0.21
Second Class,Home Office,United States,Columbus,Ohio,43229,east,furniture,Bookcases,86.97,3,0.5,-48.7032,-0.56
First Class,Corporate,United States,Colorado Springs,Colorado,80906,west,furniture,Furnishings,300.416,8,0.2,78.8592,0.26
First Class,Corporate,United States,Colorado Springs,Colorado,80906,west,furniture,Chairs,230.352,3,0.2,20.1558,0.09
First Class,Corporate,United States,Colorado Springs,Colorado,80906,west,furniture,Furnishings,218.352,3,0.2,-24.5646,-0.11
First Class,Corporate,United States,Colorado Springs,Colorado,80906,west,office supplies,Binders,78.6,5,0.7,-62.88,-0.8
First Class,Corporate,United States,Colorado Springs,Colorado,80906,west,office supplies,Fasteners,27.552,3,0.2,9.2988,0.34
Standard Class,Corporate,United States,Belleville,New Jersey,7109,east,office supplies,Paper,32.4,5,0.0,15.552,0.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,east,office supplies,Storage,1082.48,8,0.0,10.8248,0.01
Standard Class,Corporate,United States,Belleville,New Jersey,7109,east,office supplies,Paper,56.91,3,0.0,27.3168,0.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,east,furniture,Furnishings,77.6,4,0.0,38.024,0.49
Standard Class,Corporate,United States,Belleville,New Jersey,7109,east,office supplies,Binders,14.28,1,0.0,6.5688,0.46
Standard Class,Consumer,United States,Chicago,Illinois,60623,central,furniture,Tables,219.075,3,0.5,-131.445,-0.6
Second Class,Corporate,United States,New York City,New York,10024,east,furniture,Furnishings,26.8,2,0.0,12.864,0.48
Standard Class,Corporate,United States,Taylor,Michigan,48180,central,office supplies,Art,9.84,3,0.0,2.8536,0.29
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,east,office supplies,Binders,45.48,3,0.0,20.9208,0.46
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,east,office supplies,Art,289.2,6,0.0,83.868,0.29
First Class,Consumer,United States,Arlington,Virginia,22204,south,office supplies,Art,4.89,1,0.0,2.0049,0.41
Second Class,Corporate,United States,Arvada,Colorado,80004,west,furniture,Furnishings,15.136,4,0.2,3.5948,0.24
Second Class,Corporate,United States,Arvada,Colorado,80004,west,furniture,Chairs,466.768,2,0.2,52.5114,0.11
Second Class,Corporate,United States,Arvada,Colorado,80004,west,furniture,Furnishings,15.232,1,0.2,1.7136,0.11
Second Class,Corporate,United States,Arvada,Colorado,80004,west,office supplies,Labels,6.264,3,0.2,2.0358,0.32
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,east,furniture,Furnishings,87.54,3,0.0,37.6422,0.43
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,south,technology,Phones,178.384,2,0.2,22.298,0.12
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,south,office supplies,Paper,15.552,3,0.2,5.4432,0.35
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Art,99.136,4,0.2,8.6744,0.09
Standard Class,Home Office,United States,New York City,New York,10024,east,furniture,Chairs,135.882,1,0.1,24.1568,0.18
Standard Class,Home Office,United States,New York City,New York,10024,east,technology,Machines,3991.98,2,0.0,1995.99,0.5
Standard Class,Home Office,United States,New York City,New York,10024,east,technology,Phones,275.94,6,0.0,80.0226,0.29
Standard Class,Home Office,United States,New York City,New York,10024,east,technology,Accessories,360.0,4,0.0,129.6,0.36
Standard Class,Home Office,United States,New York City,New York,10024,east,office supplies,Storage,43.57,1,0.0,13.071,0.3
Standard Class,Corporate,United States,Long Beach,California,90805,west,office supplies,Fasteners,7.16,2,0.0,3.58,0.5
Standard Class,Corporate,United States,Hesperia,California,92345,west,office supplies,Binders,251.52,6,0.2,81.744,0.32
Standard Class,Corporate,United States,Hesperia,California,92345,west,technology,Accessories,99.99,1,0.0,34.9965,0.35
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,south,furniture,Furnishings,15.992,1,0.2,0.9995,0.06
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,technology,Phones,290.898,3,0.4,-67.8762,-0.23
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Storage,54.224,2,0.2,3.389,0.06
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,furniture,Chairs,786.744,4,0.3,-258.5016,-0.33
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Labels,100.24,10,0.2,33.831,0.34
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Binders,37.764,6,0.7,-27.6936,-0.73
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,technology,Phones,82.8,2,0.4,-20.7,-0.25
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Binders,20.724,2,0.7,-13.816,-0.67
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Binders,4.896,3,0.7,-3.4272,-0.7
Second Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Binders,4.752,1,0.2,1.6038,0.34
Second Class,Consumer,United States,Los Angeles,California,90045,west,technology,Copiers,959.984,2,0.2,335.9944,0.35
Second Class,Consumer,United States,Los Angeles,California,90045,west,office supplies,Binders,14.368,4,0.2,4.49,0.31
Standard Class,Corporate,United States,San Francisco,California,94122,west,office supplies,Binders,7.712,2,0.2,2.7956,0.36
Standard Class,Corporate,United States,San Francisco,California,94122,west,furniture,Tables,698.352,3,0.2,-17.4588,-0.02
Second Class,Consumer,United States,Layton,Utah,84041,west,office supplies,Fasteners,4.96,4,0.0,2.3312,0.47
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Art,17.856,4,0.2,1.116,0.06
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Binders,509.97,10,0.7,-407.976,-0.8
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Fasteners,30.992,13,0.2,10.0724,0.32
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,east,technology,Phones,71.928,12,0.4,8.3916,0.12
Standard Class,Consumer,United States,Austin,Texas,78745,central,office supplies,Storage,88.8,4,0.2,-2.22,-0.02
Standard Class,Consumer,United States,San Francisco,California,94122,west,technology,Phones,47.976,3,0.2,4.7976,0.1
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,east,office supplies,Art,7.56,3,0.0,3.0996,0.41
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,east,office supplies,Paper,24.56,2,0.0,11.5432,0.47
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,east,office supplies,Art,12.96,2,0.0,4.1472,0.32
First Class,Home Office,United States,New York City,New York,10009,east,technology,Accessories,6.79,1,0.0,2.3086,0.34
First Class,Home Office,United States,New York City,New York,10009,east,office supplies,Paper,24.56,2,0.0,11.5432,0.47
First Class,Home Office,United States,New York City,New York,10009,east,office supplies,Binders,3.048,1,0.2,1.0668,0.35
First Class,Home Office,United States,New York City,New York,10009,east,office supplies,Paper,49.12,4,0.0,23.0864,0.47
First Class,Home Office,United States,New York City,New York,10009,east,office supplies,Binders,4355.168,4,0.2,1415.4296,0.32
Standard Class,Consumer,United States,New York City,New York,10035,east,furniture,Bookcases,388.704,6,0.2,-4.8588,-0.01
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Envelopes,8.26,2,0.0,3.7996,0.46
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Art,17.04,4,0.0,6.9864,0.41
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Paper,34.4,5,0.0,15.824,0.46
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,south,office supplies,Paper,36.24,5,0.2,11.325,0.31
First Class,Corporate,United States,Columbus,Georgia,31907,south,office supplies,Appliances,647.84,8,0.0,168.4384,0.26
First Class,Corporate,United States,Columbus,Georgia,31907,south,office supplies,Labels,20.7,2,0.0,9.936,0.48
Standard Class,Consumer,United States,New York City,New York,10009,east,office supplies,Labels,20.7,2,0.0,9.936,0.48
Standard Class,Consumer,United States,New York City,New York,10009,east,furniture,Chairs,488.646,3,0.1,86.8704,0.18
Standard Class,Consumer,United States,New York City,New York,10009,east,office supplies,Art,5.56,2,0.0,1.4456,0.26
Standard Class,Consumer,United States,New York City,New York,10009,east,furniture,Furnishings,47.12,8,0.0,20.7328,0.44
Standard Class,Consumer,United States,San Francisco,California,94109,west,office supplies,Storage,211.96,4,0.0,8.4784,0.04
Same Day,Corporate,United States,Manchester,Connecticut,6040,east,office supplies,Binders,23.2,4,0.0,10.44,0.45
Same Day,Corporate,United States,Manchester,Connecticut,6040,east,office supplies,Supplies,7.36,2,0.0,0.1472,0.02
Same Day,Corporate,United States,Manchester,Connecticut,6040,east,office supplies,Storage,104.79,7,0.0,29.3412,0.28
Same Day,Corporate,United States,Manchester,Connecticut,6040,east,furniture,Bookcases,1043.92,4,0.0,271.4192,0.26
Standard Class,Consumer,United States,Harlingen,Texas,78550,central,office supplies,Paper,25.92,5,0.2,9.396,0.36
Standard Class,Consumer,United States,Harlingen,Texas,78550,central,office supplies,Storage,53.424,3,0.2,4.6746,0.09
Standard Class,Consumer,United States,Tucson,Arizona,85705,west,office supplies,Binders,8.16,5,0.7,-5.712,-0.7
Standard Class,Consumer,United States,Tucson,Arizona,85705,west,technology,Accessories,1023.936,8,0.2,179.1888,0.18
Standard Class,Consumer,United States,Tucson,Arizona,85705,west,office supplies,Art,9.24,1,0.2,0.924,0.1
Standard Class,Consumer,United States,Tucson,Arizona,85705,west,technology,Accessories,479.04,10,0.2,-29.94,-0.06
First Class,Corporate,United States,Quincy,Illinois,62301,central,office supplies,Paper,99.136,4,0.2,30.98,0.31
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,east,furniture,Tables,1488.424,7,0.3,-297.6848,-0.2
Standard Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Appliances,8.652,3,0.8,-20.3322,-2.35
Standard Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Storage,23.832,3,0.2,2.6811,0.11
Standard Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Binders,12.176,4,0.8,-18.8728,-1.55
First Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Paper,50.96,7,0.0,25.48,0.5
First Class,Corporate,United States,San Francisco,California,94109,west,office supplies,Binders,49.536,3,0.2,17.3376,0.35
